,transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
265,Manual,Toyota,2018,2050000.0,Diesel,7.0,105000.0,First Owner,2393,147.51,13.68,Chennai
266,Automatic,Tata,2022,1963000.0,Diesel,7.0,7811.0,First Owner,1956,167.67,14.08,Chennai
267,Manual,Maruti,2011,222000.00000000003,Petrol,5.0,58747.0,Second Owner,998,67.1,20.92,Chennai
268,Manual,Tata,2019,1497000.0,Diesel,5.0,34965.0,First Owner,1956,138.1,17.0,Chennai
269,Manual,Ford,2015,529000.0,Diesel,5.0,106360.0,Second Owner,1498,89.84,22.7,Chennai
270,Manual,Maruti,2010,210000.0,Petrol,5.0,162049.0,Second Owner,1197,85.8,18.5,Chennai
272,Manual,Toyota,2021,975000.0,Petrol,5.0,26000.0,First Owner,1462,103.26,17.03,Chennai
275,Manual,Maruti,2020,595000.0,Petrol,5.0,57000.0,First Owner,1197,81.8,21.21,Chennai
276,Manual,Hyundai,2017,767000.0,Petrol,5.0,49000.0,First Owner,1591,121.3,15.29,Chennai
277,Manual,Hyundai,2022,825000.0,Petrol,5.0,30000.0,First Owner,1197,81.8,21.0,Chennai
279,Automatic,Hyundai,2014,335000.0,Petrol,5.0,40000.0,Third Owner,1197,78.9,16.95,Chennai
280,Automatic,Honda,2015,558000.0,Petrol,5.0,53250.0,First Owner,1199,88.7,19.0,Chennai
281,Manual,Tata,2022,649000.0,Petrol,5.0,8848.0,First Owner,1199,84.82,19.01,Chennai
282,Automatic,Tata,2022,2250000.0,Diesel,5.0,3000.0,First Owner,1956,167.67,14.6,Chennai
283,Manual,Skoda,2021,1110000.0,Petrol,5.0,34628.0,First Owner,999,108.62,18.97,Chennai
284,Manual,Maruti,2022,672000.0,Petrol,5.0,8579.0,First Owner,1197,81.8,20.89,Chennai
285,Manual,Renault,2022,675000.0,Petrol,7.0,17000.0,First Owner,999,71.01,20.0,Chennai
286,Manual,Honda,2017,795000.0,Petrol,5.0,40021.0,First Owner,1497,117.3,17.8,Chennai
288,Manual,Hyundai,2017,587000.0,Petrol,5.0,46946.0,Second Owner,1197,81.83,18.6,Chennai
289,Automatic,Honda,2019,807000.0,Petrol,5.0,30772.0,First Owner,1199,88.7,18.2,Chennai
290,Manual,Ford,2012,260000.0,Diesel,5.0,74008.0,First Owner,1399,68.0,20.0,Chennai
291,Manual,Maruti,2017,760000.0,Diesel,5.0,31000.0,First Owner,1248,74.02,28.4,Chennai
292,Manual,Mahindra,2022,1070000.0,Diesel,7.0,20000.0,First Owner,1493,74.96,16.0,Chennai
293,Manual,Maruti,2020,650000.0,Petrol,5.0,20000.0,Second Owner,1197,81.8,21.01,Chennai
294,Automatic,Maruti,2020,520000.0,Petrol,5.0,31137.0,First Owner,998,67.05,21.7,Chennai
295,Manual,Maruti,2011,350000.0,Diesel,5.0,90000.0,First Owner,1248,73.9,19.3,Chennai
296,Manual,Hyundai,2015,875000.0,Petrol,5.0,77000.0,First Owner,1591,121.3,15.8,Chennai
297,Automatic,BMW,2019,4350000.0,Diesel,5.0,16000.0,First Owner,1995,188.0,21.76,Chennai
298,Automatic,Mahindra,2018,1450000.0,Diesel,7.0,23000.0,First Owner,2179,140.0,16.0,Chennai
299,Manual,Mahindra,2022,1725000.0,Petrol,4.0,9000.0,First Owner,1997,150.0,15.2,Chennai
300,Manual,Datsun,2018,302000.0,Petrol,5.0,28733.0,First Owner,799,53.64,22.7,Chennai
301,Automatic,Hyundai,2018,1060000.0,Diesel,5.0,61828.0,First Owner,1582,126.2,22.0,Chennai
302,Manual,Toyota,2007,600000.0,Diesel,8.0,150000.0,Second Owner,2494,102.0,12.8,Chennai
303,Manual,Tata,2022,722000.0,Petrol,5.0,60431.0,First Owner,1199,84.82,19.28,Chennai
304,Manual,Maruti,2018,463000.0,Petrol,5.0,53269.0,First Owner,998,67.0,21.63,Chennai
306,Manual,Honda,2019,627000.0,Petrol,5.0,37778.0,Second Owner,1199,88.76,19.5,Chennai
308,Manual,Tata,2018,658000.0,Petrol,5.0,85941.0,Second Owner,1198,108.5,17.0,Chennai
309,Automatic,Maruti,2018,476999.99999999994,Petrol,5.0,89329.0,First Owner,998,67.0,21.63,Chennai
310,Manual,Tata,2019,500000.0,Petrol,5.0,40000.0,Second Owner,1199,84.0,23.84,Chennai
311,Manual,Maruti,2017,650000.0,Petrol,5.0,17000.0,First Owner,1197,81.8,21.21,Chennai
312,Manual,Maruti,2017,455000.0,Petrol,5.0,83887.0,First Owner,1197,81.8,20.89,Chennai
313,Manual,Hyundai,2015,475000.0,Diesel,5.0,150000.0,First Owner,1396,88.73,21.19,Chennai
314,Automatic,Toyota,2021,2800000.0,Diesel,7.0,39000.0,First Owner,2393,148.0,12.0,Chennai
315,Automatic,Hyundai,2018,975000.0,Petrol,5.0,23000.0,First Owner,1591,121.3,17.0,Chennai
316,Manual,Hyundai,2017,750000.0,Petrol,5.0,80000.0,First Owner,1591,121.3,17.0,Chennai
317,Automatic,Maruti,2016,484999.99999999994,Petrol,5.0,34000.0,First Owner,998,67.04,23.1,Chennai
318,Manual,Maruti,2017,459999.99999999994,Petrol,5.0,29973.0,First Owner,998,67.04,23.1,Chennai
319,Manual,Honda,2021,1265000.0,Petrol,5.0,30000.0,First Owner,1498,119.35,18.6,Chennai
320,Manual,Hyundai,2016,567000.0,Diesel,5.0,80805.0,Second Owner,1396,88.73,21.19,Chennai
321,Manual,Tata,2020,619000.0,Petrol,5.0,26235.0,First Owner,1199,83.83,23.84,Chennai
323,Manual,Hyundai,2018,835000.0,Petrol,5.0,83294.0,First Owner,1591,121.3,15.8,Chennai
324,Manual,MG,2021,1703000.0,Diesel,5.0,17963.0,Second Owner,1956,167.68,17.41,Chennai
325,Manual,Maruti,2019,635000.0,Petrol,5.0,102696.0,First Owner,1197,83.1,21.4,Chennai
326,Manual,Hyundai,2019,635000.0,Diesel,5.0,57206.0,Second Owner,1396,88.76,22.54,Chennai
327,Manual,Ford,2013,300000.0,Diesel,5.0,120000.0,Second Owner,1399,68.05,20.0,Chennai
328,Manual,Hyundai,2017,657000.0,Petrol,5.0,81829.0,First Owner,1197,81.83,18.6,Chennai
329,Manual,Maruti,2014,390000.0,Petrol,5.0,54395.0,Second Owner,998,65.71,25.24,Chennai
330,Manual,Tata,2019,620000.0,Diesel,5.0,50000.0,First Owner,1047,69.0,24.7,Chennai
331,Manual,Volkswagen,2017,465000.00000000006,Petrol,5.0,70000.0,Second Owner,1198,73.75,17.0,Chennai
332,Manual,Hyundai,2015,590000.0,Petrol,5.0,36000.0,First Owner,1197,81.83,18.6,Chennai
333,Manual,Isuzu,2016,950000.0,Diesel,7.0,125000.0,Second Owner,2999,161.0,12.08,Chennai
334,Automatic,Mercedes-Benz,2018,2150000.0,Diesel,5.0,75000.0,Second Owner,2143,136.0,17.9,Chennai
335,Automatic,Mercedes-Benz,2018,4600000.0,Diesel,5.0,45007.0,First Owner,1950,191.76,16.1,Chennai
336,Manual,Honda,2016,490000.00000000006,Petrol,5.0,49617.0,First Owner,1199,88.76,19.5,Chennai
337,Manual,Toyota,2016,620000.0,Petrol,5.0,57782.0,First Owner,1496,88.73,16.78,Chennai
338,Automatic,Skoda,2015,1950000.0,Diesel,5.0,38000.0,First Owner,1968,138.03,17.2,Chennai
339,Automatic,BMW,2008,680000.0,Diesel,5.0,110000.0,Third Owner,2993,235.0,11.5,Chennai
340,Manual,Honda,2018,594000.0,Petrol,5.0,22066.0,Second Owner,1199,88.7,18.7,Chennai
341,Manual,Hyundai,2016,536000.0,Petrol,5.0,65707.0,First Owner,1197,81.83,18.6,Chennai
342,Manual,Maruti,2015,365000.0,Petrol,5.0,89488.0,First Owner,998,67.04,23.1,Chennai
343,Automatic,Maruti,2017,544000.0,Petrol,5.0,88663.0,Second Owner,1197,81.8,20.89,Chennai
344,Manual,Tata,2020,566000.0,Petrol,5.0,31679.0,First Owner,1199,83.83,23.84,Chennai
345,Manual,Hyundai,2013,420000.0,Petrol,5.0,68178.0,First Owner,1197,82.0,18.9,Chennai
346,Manual,Honda,2017,748000.0,Petrol,5.0,61279.0,Second Owner,1497,117.3,17.8,Chennai
347,Manual,Honda,2021,880000.0000000001,Petrol,5.0,8963.0,First Owner,1199,88.76,18.6,Chennai
348,Manual,Maruti,2017,616000.0,Petrol,5.0,80281.0,First Owner,1197,81.8,21.21,Chennai
349,Manual,MG,2020,1554000.0,Petrol,5.0,50580.0,First Owner,1451,141.0,14.16,Chennai
350,Automatic,Mini,2014,2100000.0,Petrol,5.0,21000.0,First Owner,1598,98.0,19.23,Chennai
351,Automatic,Audi,2016,2175000.0,Diesel,5.0,55000.0,First Owner,1968,174.33,15.73,Chennai
352,Automatic,Mercedes-Benz,2018,4200000.0,Diesel,5.0,70000.0,Second Owner,2143,201.15,17.9,Chennai
353,Automatic,Audi,2019,4300000.0,Petrol,5.0,58000.0,First Owner,1984,248.0,8.5,Chennai
354,Manual,Volkswagen,2018,725000.0,Petrol,5.0,65224.0,First Owner,1598,103.2,16.09,Chennai
355,Manual,Maruti,2010,275000.0,Petrol,5.0,120000.0,First Owner,1197,85.8,21.1,Chennai
356,Automatic,BMW,2018,5750000.0,Diesel,5.0,42001.0,First Owner,2993,258.0,15.97,Chennai
357,Manual,Maruti,2017,635000.0,Petrol,5.0,30316.0,First Owner,1197,85.8,19.0,Chennai
358,Automatic,Mercedes-Benz,2013,1800000.0,Diesel,5.0,64000.0,Third Owner,2143,204.0,13.0,Chennai
359,Automatic,Volvo,2015,1900000.0,Diesel,5.0,40000.0,First Owner,1984,181.0,9.0,Chennai
360,Manual,Maruti,2017,509999.99999999994,Petrol,5.0,100526.0,First Owner,1197,88.5,22.38,Chennai
361,Manual,Maruti,2021,817000.0,Petrol,5.0,17273.0,First Owner,1197,88.5,22.38,Chennai
362,Manual,Maruti,2018,850000.0,Diesel,5.0,107737.0,First Owner,1248,88.5,23.65,Chennai
363,Manual,Ford,2016,539000.0,Petrol,5.0,111586.0,Second Owner,1499,110.4,15.85,Chennai
364,Automatic,Maruti,2017,538000.0,Petrol,5.0,73369.0,Second Owner,1197,83.1,21.4,Chennai
365,Manual,Maruti,2012,235000.0,Petrol,5.0,63697.0,First Owner,796,46.3,19.7,Chennai
366,Manual,Hyundai,2018,666000.0,Petrol,5.0,45224.0,First Owner,1197,81.83,18.6,Chennai
367,Manual,Ford,2010,210000.0,Diesel,5.0,110701.0,Second Owner,1399,68.0,20.0,Chennai
368,Manual,Maruti,2016,413000.0,Petrol,5.0,49124.0,Second Owner,998,67.04,20.51,Chennai
369,Manual,Maruti,2016,505000.0,Petrol,5.0,96861.0,First Owner,1197,88.5,22.41,Chennai
370,Manual,Hyundai,2009,300000.0,Petrol,5.0,64636.0,Second Owner,1197,78.9,20.36,Chennai
371,Automatic,Audi,2014,890000.0,Diesel,5.0,134000.0,First Owner,1968,174.33,17.68,Chennai
372,Manual,Maruti,2002,140000.0,Petrol,4.0,20000.0,First Owner,796,37.0,16.1,Chennai
373,Automatic,Renault,2022,810000.0,Petrol,5.0,14118.0,First Owner,999,71.01,19.03,Chennai
375,Automatic,Ford,2018,725000.0,Petrol,5.0,36000.0,Second Owner,1497,121.36,14.8,Chennai
376,Automatic,Skoda,2022,1755000.0,Petrol,5.0,10000.0,First Owner,999,113.98,17.2,Chennai
377,Manual,Kia,2019,1050000.0,Petrol,5.0,50000.0,First Owner,1497,113.43,16.8,Chennai
378,Manual,Toyota,2021,1000000.0,Petrol,5.0,30000.0,First Owner,1462,103.26,17.03,Chennai
379,Automatic,Skoda,2018,850000.0,Petrol,5.0,29000.0,First Owner,1598,103.2,14.84,Chennai
380,Manual,Hyundai,2014,508000.0,Petrol,5.0,55940.0,Second Owner,1197,81.83,18.6,Chennai
381,Manual,Honda,2018,851000.0,Diesel,5.0,115915.0,Second Owner,1498,97.9,25.6,Chennai
382,Automatic,Renault,2022,625000.0,Petrol,5.0,1000.0,First Owner,999,67.06,22.3,Chennai
383,Automatic,Honda,2016,560000.0,Petrol,5.0,96184.0,Second Owner,1199,88.7,19.0,Chennai
384,Manual,Hyundai,2014,335000.0,Petrol,5.0,87780.0,First Owner,1086,68.05,19.81,Chennai
385,Manual,Hyundai,2015,445000.0,Petrol,5.0,118921.0,First Owner,1197,81.83,18.6,Chennai
386,Manual,Ford,2019,830000.0000000001,Diesel,5.0,73834.0,Second Owner,1498,98.96,23.0,Chennai
388,Manual,Maruti,2016,630000.0,Petrol,5.0,38514.0,First Owner,1197,83.1,21.4,Chennai
389,Manual,Maruti,2016,527000.0,Petrol,5.0,74401.0,Second Owner,1197,88.5,22.41,Chennai
390,Automatic,Hyundai,2020,1320000.0,Petrol,5.0,40000.0,First Owner,1353,138.12,16.8,Chennai
391,Manual,Maruti,2022,860000.0,Petrol,5.0,9000.0,First Owner,1197,88.5,22.38,Chennai
392,Manual,Hyundai,2017,766000.0,Petrol,5.0,50000.0,First Owner,1591,121.3,15.29,Chennai
393,Manual,Maruti,2020,610000.0,Petrol,5.0,40000.0,First Owner,1197,88.5,22.41,Chennai
394,Automatic,Skoda,2015,475000.0,Diesel,5.0,80000.0,Third Owner,1498,103.52,21.66,Chennai
395,Manual,Hyundai,2014,390000.0,Petrol,5.0,82000.0,Second Owner,1197,82.0,18.9,Chennai
396,Automatic,Hyundai,2020,680000.0,Petrol,5.0,32947.0,First Owner,1197,81.86,20.1,Chennai
398,Manual,Hyundai,2018,855000.0000000001,Petrol,5.0,25000.0,First Owner,1591,121.3,17.0,Chennai
399,Manual,Maruti,2022,1200000.0,Petrol,6.0,10000.0,First Owner,1462,103.2,19.01,Chennai
400,Manual,Skoda,2022,1786000.0,Petrol,5.0,8413.0,First Owner,1498,147.52,18.72,Chennai
401,Manual,Hyundai,2016,614000.0,Petrol,5.0,34460.0,First Owner,1197,81.83,18.6,Chennai
402,Manual,Maruti,2010,340000.0,Petrol,5.0,33886.0,First Owner,1298,85.8,17.5,Chennai
403,Manual,Hyundai,2016,558000.0,Petrol,5.0,57910.0,Second Owner,1197,81.86,17.19,Chennai
404,Manual,Renault,2020,650000.0,Petrol,7.0,46233.0,Second Owner,999,71.01,20.0,Chennai
405,Automatic,Honda,2017,950000.0,Petrol,5.0,60000.0,First Owner,1498,119.35,18.3,Chennai
406,Manual,Maruti,2021,710000.0,Petrol,5.0,48979.0,First Owner,1197,88.5,22.38,Chennai
407,Automatic,MG,2019,1700000.0,Petrol,5.0,42000.0,First Owner,1451,141.0,13.96,Chennai
408,Manual,Ford,2016,684000.0,Diesel,5.0,106165.0,First Owner,1498,98.59,22.77,Chennai
409,Manual,Datsun,2018,309000.0,Petrol,5.0,91261.0,First Owner,799,53.64,22.7,Chennai
410,Manual,Maruti,2018,500000.0,Petrol,5.0,36711.0,First Owner,998,67.05,21.63,Chennai
411,Automatic,BMW,2021,5500000.0,Petrol,5.0,9000.0,First Owner,1998,254.79,15.3,Chennai
413,Manual,Renault,2018,360000.0,Petrol,5.0,49791.0,First Owner,999,67.0,23.01,Chennai
414,Manual,MG,2021,1875000.0,Diesel,6.0,40000.0,First Owner,1956,167.67,16.65,Chennai
415,Manual,Hyundai,2014,450000.0,Petrol,5.0,40000.0,Second Owner,1197,82.0,19.1,Chennai
416,Automatic,Maruti,2018,660000.0,Petrol,5.0,50000.0,Second Owner,1197,83.1,21.4,Chennai
417,Manual,Maruti,2019,950000.0,Diesel,5.0,60000.0,First Owner,1248,88.5,24.3,Chennai
418,Manual,Volkswagen,2017,500000.0,Petrol,5.0,60000.0,First Owner,1198,74.0,17.0,Chennai
419,Automatic,Ford,2017,2390000.0,Diesel,7.0,70000.0,First Owner,2198,158.0,12.62,Chennai
420,Manual,Maruti,2014,361000.0,Petrol,5.0,107158.0,Second Owner,998,67.04,20.51,Chennai
421,Manual,Hyundai,2019,549000.0,Petrol,5.0,90811.0,First Owner,1197,81.86,18.9,Chennai
422,Manual,Ford,2012,210000.0,Petrol,5.0,76454.0,Third Owner,1196,70.0,15.6,Chennai
423,Manual,Maruti,2021,704000.0,Petrol,5.0,57464.0,First Owner,1197,88.5,22.38,Chennai
424,Manual,Honda,2019,729000.0,Petrol,5.0,95072.0,First Owner,1199,88.76,19.5,Chennai
425,Automatic,Honda,2014,700000.0,Petrol,5.0,51789.0,First Owner,1497,117.3,18.0,Chennai
426,Manual,Hyundai,2018,619000.0,Petrol,5.0,56028.0,Second Owner,1197,81.83,18.6,Chennai
427,Manual,Honda,2017,725000.0,Petrol,5.0,60000.0,First Owner,1497,117.3,17.8,Chennai
428,Manual,Hyundai,2020,621000.0,Petrol,5.0,36460.0,First Owner,1197,81.86,20.7,Chennai
429,Manual,Honda,2020,685000.0,Petrol,5.0,103249.0,First Owner,1199,88.76,19.5,Chennai
430,Manual,Honda,2021,950000.0,Petrol,5.0,45568.0,First Owner,1498,119.35,18.6,Chennai
431,Automatic,Ford,2017,1850000.0,Diesel,7.0,130000.0,First Owner,2198,158.0,12.62,Chennai
432,Manual,MG,2021,1850000.0,Diesel,6.0,60000.0,First Owner,1956,167.67,16.65,Chennai
433,Manual,Skoda,2013,409999.99999999994,Diesel,5.0,100521.0,First Owner,1598,103.5,20.5,Chennai
434,Manual,Volkswagen,2019,570000.0,Petrol,5.0,42709.0,First Owner,999,75.0,19.44,Chennai
435,Manual,Mahindra,2016,550000.0,Diesel,7.0,150000.0,Second Owner,1493,100.0,18.49,Chennai
436,Manual,Honda,2015,600000.0,Petrol,5.0,100000.0,First Owner,1497,117.3,17.4,Chennai
437,Manual,Volkswagen,2009,225999.99999999997,Diesel,5.0,120000.0,Third Owner,1896,105.0,15.0,Chennai
438,Automatic,Hyundai,2018,1350000.0,Petrol,5.0,30000.0,First Owner,1999,149.92,14.62,Chennai
439,Automatic,BMW,2016,2600000.0,Diesel,5.0,70000.0,First Owner,1995,190.0,22.69,Chennai
440,Manual,Hyundai,2014,365000.0,Petrol,5.0,104279.0,First Owner,1197,82.0,18.9,Chennai
441,Manual,Hyundai,2018,707000.0,Petrol,5.0,73321.0,First Owner,1197,81.86,17.19,Chennai
442,Manual,Hyundai,2017,800000.0,Petrol,5.0,50000.0,First Owner,1591,121.3,17.0,Chennai
443,Manual,Hyundai,2018,520000.0,Petrol,5.0,34279.0,First Owner,1086,68.0,20.3,Chennai
444,Manual,Hyundai,2016,602000.0,Petrol,5.0,55040.0,Second Owner,1197,81.83,18.6,Chennai
445,Automatic,Hyundai,2018,1050000.0,Diesel,5.0,39000.0,Second Owner,1582,126.2,22.0,Chennai
446,Manual,Hyundai,2014,546000.0,Diesel,5.0,104336.0,Second Owner,1396,88.73,22.54,Chennai
447,Automatic,Volvo,2019,3475000.0,Diesel,5.0,45000.0,Third Owner,1969,190.0,18.0,Chennai
448,Manual,Honda,2020,1188000.0,Petrol,5.0,69617.0,First Owner,1498,119.35,18.6,Chennai
449,Manual,Hyundai,2016,621000.0,Petrol,5.0,47429.0,First Owner,1197,81.83,18.6,Chennai
450,Manual,Maruti,2015,515000.00000000006,Petrol,5.0,67000.0,First Owner,1197,81.8,21.21,Chennai
451,Manual,Volkswagen,2016,600000.0,Petrol,5.0,80000.0,First Owner,1199,74.0,16.2,Chennai
452,Manual,Volkswagen,2018,775000.0,Petrol,5.0,27000.0,First Owner,999,75.0,18.78,Chennai
453,Manual,Ford,2016,645000.0,Diesel,5.0,56000.0,Second Owner,1498,98.59,22.77,Chennai
454,Manual,Honda,2018,650000.0,Petrol,5.0,33379.0,First Owner,1199,88.76,18.6,Chennai
455,Manual,Maruti,2017,700000.0,Diesel,5.0,80000.0,First Owner,1248,88.5,28.09,Chennai
456,Manual,Hyundai,2016,437000.0,Petrol,5.0,90000.0,First Owner,1197,82.0,19.1,Chennai
457,Manual,Hyundai,2015,459999.99999999994,Petrol,5.0,50197.0,First Owner,1197,82.0,19.1,Chennai
458,Manual,Hyundai,2012,250000.0,Petrol,5.0,80000.0,Second Owner,1495,93.7,16.36,Chennai
460,Manual,Ford,2017,566000.0,Petrol,5.0,61120.0,Third Owner,1499,110.4,15.85,Chennai
461,Manual,Renault,2019,403000.0,Petrol,5.0,55415.0,First Owner,999,67.0,23.01,Chennai
462,Automatic,Jaguar,2018,4950000.0,Diesel,5.0,52000.0,First Owner,1999,177.0,16.38,Chennai
463,Manual,Honda,2015,517000.0,Petrol,5.0,48579.0,First Owner,1199,88.7,18.7,Chennai
464,Manual,Hyundai,2016,449000.0,Petrol,5.0,59532.0,Second Owner,1197,82.0,19.1,Chennai
465,Manual,Honda,2014,455000.0,Petrol,5.0,200300.0,Second Owner,1497,1186600.0,17.0,Chennai
466,Manual,Volkswagen,2014,643000.0,Petrol,5.0,113231.0,First Owner,1390,120.3,14.69,Chennai
467,Manual,Mahindra,2018,705000.0,Diesel,7.0,106338.0,Second Owner,1493,100.0,18.49,Chennai
468,Manual,Tata,2021,889000.0,Diesel,5.0,40629.0,First Owner,1497,88.77,23.64,Chennai
469,Automatic,Maruti,2016,621000.0,Diesel,5.0,73341.0,Second Owner,1248,74.0,26.59,Chennai
470,Automatic,BMW,2011,1400000.0,Diesel,5.0,39001.0,Second Owner,1995,190.0,22.69,Chennai
471,Manual,Honda,2014,630000.0,Petrol,5.0,81532.0,First Owner,1497,117.6,17.4,Chennai
472,Manual,Honda,2015,530000.0,Petrol,5.0,108818.0,First Owner,1497,117.6,17.4,Chennai
473,Manual,Maruti,2017,678000.0,Petrol,5.0,35419.0,First Owner,1197,81.8,21.01,Chennai
474,Automatic,Mercedes-Benz,2011,1200000.0,Diesel,5.0,80000.0,Second Owner,2143,201.15,19.71,Chennai
475,Manual,Renault,2014,524000.0,Diesel,5.0,100000.0,Second Owner,1461,108.45,20.4,Chennai
476,Automatic,Audi,2014,2150000.0,Diesel,5.0,12000.0,First Owner,1968,174.33,17.11,Chennai
477,Manual,Hyundai,2011,675000.0,Diesel,5.0,70001.0,First Owner,1582,126.32,22.32,Chennai
478,Manual,Hyundai,2014,470000.0,Diesel,5.0,61331.0,First Owner,1120,71.01,24.4,Chennai
479,Manual,Honda,2014,530000.0,Diesel,5.0,51438.0,First Owner,1498,98.6,25.8,Chennai
480,Manual,Hyundai,2019,463000.0,Petrol,5.0,67988.0,First Owner,1086,68.0,20.3,Chennai
481,Automatic,Honda,2019,727000.0,Petrol,5.0,36032.0,Second Owner,1199,88.7,18.2,Chennai
482,Manual,Honda,2015,515000.00000000006,Petrol,5.0,114883.0,First Owner,1497,117.6,17.4,Chennai
483,Manual,Maruti,2016,547000.0,Petrol,5.0,88584.0,First Owner,1197,88.5,22.41,Chennai
484,Manual,Maruti,2012,307000.0,Diesel,5.0,97419.0,Second Owner,1248,73.94,23.2,Chennai
485,Automatic,BMW,2019,4800000.0,Petrol,5.0,70000.0,First Owner,1998,248.08,13.17,Chennai
486,Manual,Ford,2015,529000.0,Diesel,5.0,106498.0,Second Owner,1498,89.84,22.7,Chennai
488,Manual,Maruti,2016,624000.0,Diesel,5.0,68177.0,Second Owner,1248,74.0,25.2,Chennai
489,Manual,Skoda,2022,1816000.0,Petrol,5.0,27524.0,First Owner,1498,147.52,18.72,Chennai
490,Manual,Maruti,2017,850000.0,Diesel,5.0,75471.0,First Owner,1248,88.5,23.65,Chennai
491,Manual,Honda,2021,745000.0,Petrol,5.0,8000.0,First Owner,1199,88.5,18.6,Chennai
494,Automatic,Citroen,2022,3000000.0,Diesel,5.0,20000.0,First Owner,1997,174.33,18.6,Chennai
495,Manual,Maruti,2017,310000.0,Petrol,5.0,60730.0,First Owner,998,67.05,23.95,Chennai
496,Manual,Maruti,2016,495000.0,Petrol,5.0,44494.0,Second Owner,1197,83.14,20.85,Chennai
497,Manual,Maruti,2017,800000.0,Petrol,7.0,20000.0,First Owner,1373,91.1,17.5,Chennai
498,Automatic,Tata,2019,825000.0,Diesel,5.0,45673.0,First Owner,1497,108.5,21.5,Chennai
499,Manual,Toyota,2020,3575000.0,Diesel,7.0,26000.0,First Owner,2755,174.5,14.24,Chennai
500,Manual,Hyundai,2017,774000.0,Petrol,5.0,51878.0,First Owner,1591,121.3,17.01,Chennai
501,Automatic,Nissan,2017,525000.0,Petrol,5.0,56747.0,First Owner,1198,75.94,19.15,Chennai
502,Manual,Maruti,2018,600000.0,Petrol,5.0,38000.0,First Owner,1197,81.8,20.4,Chennai
503,Manual,Hyundai,2016,582000.0,Petrol,5.0,76457.0,Second Owner,1197,81.83,18.6,Chennai
504,Manual,Honda,2017,551000.0,Petrol,5.0,78880.0,Second Owner,1199,88.7,18.7,Chennai
505,Manual,Maruti,2015,525000.0,Petrol,5.0,19593.0,First Owner,1197,83.14,20.85,Chennai
506,Manual,Hyundai,2016,583000.0,Petrol,5.0,84429.0,First Owner,1197,81.83,18.6,Chennai
507,Manual,Hyundai,2021,825000.0,Diesel,5.0,27599.0,First Owner,1493,98.63,25.0,Chennai
508,Manual,Renault,2020,670000.0,Petrol,7.0,76898.0,First Owner,999,71.01,20.0,Chennai
509,Manual,Volkswagen,2013,396000.0,Petrol,5.0,119070.0,Second Owner,1198,73.9,16.47,Chennai
511,Manual,Maruti,2017,590000.0,Petrol,5.0,32199.0,First Owner,1197,83.14,20.85,Chennai
512,Manual,Tata,2016,400000.0,Petrol,5.0,85607.0,First Owner,1199,84.0,23.84,Chennai
513,Manual,Maruti,2019,700000.0,Petrol,5.0,30000.0,First Owner,1197,83.1,21.4,Chennai
514,Manual,Mahindra,2017,700000.0,Diesel,7.0,80000.0,First Owner,1493,100.0,18.49,Chennai
516,Automatic,Honda,2016,595000.0,Petrol,5.0,45429.0,First Owner,1199,88.7,19.0,Chennai
517,Manual,Renault,2019,459999.99999999994,Petrol,5.0,9000.0,First Owner,799,53.26,22.25,Chennai
518,Manual,Maruti,2019,395000.0,Petrol,5.0,31000.0,First Owner,796,47.3,24.7,Chennai
519,Manual,Volkswagen,2013,434999.99999999994,Diesel,5.0,81488.0,First Owner,1498,88.8,20.14,Chennai
520,Manual,Volkswagen,2019,666000.0,Petrol,5.0,94439.0,First Owner,999,75.0,18.78,Chennai
521,Manual,Maruti,2013,380000.0,Petrol,5.0,98481.0,Third Owner,1197,88.5,22.38,Chennai
522,Manual,Maruti,2018,700000.0,Petrol,5.0,20000.0,First Owner,1197,83.1,21.4,Chennai
523,Automatic,Volkswagen,2016,692000.0,Diesel,5.0,100894.0,Second Owner,1498,108.6,22.15,Chennai
524,Manual,Maruti,2016,590000.0,Diesel,5.0,86215.0,First Owner,1248,74.0,25.2,Chennai
526,Manual,Volkswagen,2017,520000.0,Petrol,5.0,98115.0,Second Owner,1199,74.0,16.2,Chennai
527,Manual,Maruti,2019,695000.0,Petrol,5.0,47125.0,First Owner,1298,85.8,17.5,Chennai
528,Manual,Maruti,2022,607000.0,Petrol,5.0,4453.0,First Owner,1197,88.5,23.56,Chennai
529,Manual,Tata,2022,688000.0,Petrol,5.0,9991.0,First Owner,1199,86.63,20.09,Chennai
