transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
Manual,Chevrolet Beat,2016,₹ 2.30 Lakh,Petrol,5 Seats,"19,003 Kms",First Owner,1199 CC,76.8bhp,18.6 kmpl,Kolkata
Manual,Maruti Alto 800,2016,₹ 2.68 Lakh,Petrol,5 Seats,"28,329 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Manual,Hyundai i20,2022,₹ 6.90 Lakh,Petrol,5 Seats,"9,326 Kms",First Owner,1197 CC,81.80bhp,21 kmpl,Kolkata
Manual,Maruti Swift,2020,₹ 5.49 Lakh,Petrol,5 Seats,"47,584 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Kolkata
Manual,Kia Seltos,2022,₹ 16 Lakh,Petrol,5 Seats,"10,000 Kms",Second Owner,1353 CC,138.08bhp,16.5 kmpl,Kolkata
Manual,Hyundai Grand i10,2019,₹ 4.87 Lakh,Petrol,5 Seats,"24,021 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Kolkata
Manual,Maruti Alto K10,2019,₹ 3.02 Lakh,Petrol,5 Seats,"44,094 Kms",Second Owner,998 CC,67.05bhp,23.95 kmpl,Kolkata
Automatic,Jeep Compass,2020,₹ 17.50 Lakh,Diesel,5 Seats,"45,107 Kms",First Owner,1956 CC,173bhp,17.1 kmpl,Kolkata
Automatic,Maruti Swift Dzire,2015,₹ 4.25 Lakh,Petrol,5 Seats,"9,470 Kms",First Owner,1197 CC,83.14bhp,18.5 kmpl,Kolkata
Manual,Toyota Innova,2007,₹ 2.84 Lakh,Diesel,8 Seats,"1,25,000 Kms",First Owner,2494 CC,100.6bhp,12.99 kmpl,Kolkata
Manual,Maruti S-Presso,2021,₹ 4.30 Lakh,Petrol,5 Seats,"7,000 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Kolkata
Manual,Maruti Baleno,2018,₹ 4.45 Lakh,Diesel,5 Seats,"73,000 Kms",First Owner,1248 CC,74bhp,27.39 kmpl,Kolkata
Manual,Maruti Brezza,2022,₹ 11.99 Lakh,Petrol,5 Seats,"11,000 Kms",First Owner,1462 CC,101.65bhp,19.89 kmpl,Kolkata
Manual,Hyundai i10,2010,₹ 1.70 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Manual,Nissan Terrano,2013,₹ 3.50 Lakh,Diesel,5 Seats,"35,500 Kms",First Owner,1461 CC,83.8bhp,20.45 kmpl,Kolkata
Automatic,Maruti Swift,2019,₹ 5.25 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1197 CC,81.80bhp,22 kmpl,Kolkata
Manual,Hyundai Grand i10,2017,₹ 3.85 Lakh,Diesel,5 Seats,"43,000 Kms",Second Owner,1186 CC,73.97bhp,24 kmpl,Kolkata
Manual,Maruti Wagon R,2021,₹ 4.98 Lakh,CNG,5 Seats,"34,144 Kms",First Owner,998 CC,58.33bhp,32.52 kmpl,Kolkata
Manual,Hyundai Grand i10 Nios,2021,₹ 6.25 Lakh,Petrol,5 Seats,"6,669 Kms",First Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Manual,Hyundai Grand i10,2019,₹ 4.94 Lakh,Petrol,5 Seats,"22,618 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Kolkata
Manual,Maruti Wagon R,2019,₹ 4.62 Lakh,CNG,5 Seats,"27,042 Kms",First Owner,998 CC,58.33bhp,32.52 kmpl,Kolkata
Manual,Hyundai Creta,2016,₹ 7.10 Lakh,Petrol,5 Seats,"38,224 Kms",First Owner,1591 CC,121.3bhp,13 kmpl,Kolkata
Automatic,Honda City,2018,₹ 8.89 Lakh,Petrol,5 Seats,"23,379 Kms",First Owner,1497 CC,117.6bhp,18 kmpl,Kolkata
Automatic,Mercedes-Benz CLA,2018,₹ 20.99 Lakh,Diesel,5 Seats,"47,000 Kms",First Owner,2143 CC,136bhp,17.9 kmpl,Kolkata
Manual,Maruti Alto 800,2019,₹ 3.04 Lakh,Petrol,5 Seats,"21,388 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Manual,Maruti Wagon R,2015,₹ 3.08 Lakh,Petrol,5 Seats,"23,005 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Kolkata
Automatic,Hyundai Elantra,2021,₹ 15.50 Lakh,Petrol,5 Seats,"7,308 Kms",First Owner,1999 CC,150.19bhp,14.62 kmpl,Kolkata
Automatic,BMW 3 Series,2008,₹ 5 Lakh,Diesel,5 Seats,"90,000 Kms",First Owner,1995 CC,170 ,13.2 kmpl,Kolkata
Manual,Chevrolet Beat,2013,₹ 1.50 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1199 CC,79.4bhp,18.6 kmpl,Kolkata
Manual,Volkswagen Polo,2016,₹ 3.95 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1199 CC,74bhp,16.2 kmpl,Kolkata
Automatic,Kia Seltos,2020,₹ 14 Lakh,Petrol,5 Seats,"36,674 Kms",First Owner,1353 CC,138.08bhp,16.5 kmpl,Kolkata
Automatic,Maruti Wagon R,2019,₹ 4.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,998 CC,67.05bhp,21.79 kmpl,Kolkata
Manual,Maruti Swift Dzire,2018,₹ 4.95 Lakh,Petrol,5 Seats,"17,153 Kms",First Owner,1197 CC,85.8bhp,19 kmpl,Kolkata
Manual,Mahindra XUV500,2018,₹ 10.78 Lakh,Diesel,7 Seats,"39,000 Kms",First Owner,2179 CC,140bhp,16 kmpl,Kolkata
Manual,Maruti Wagon R,2020,₹ 4.60 Lakh,Petrol,5 Seats,"32,165 Kms",First Owner,998 CC,67.05bhp,21.79 kmpl,Kolkata
Manual,Skoda Rapid,2018,₹ 5.60 Lakh,Petrol,5 Seats,"27,447 Kms",First Owner,1598 CC,103.2bhp,15.41 kmpl,Kolkata
Manual,Maruti Alto 800,2015,₹ 2.59 Lakh,Petrol,5 Seats,"26,305 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Manual,Maruti Alto,2008,₹ 1.30 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,796 CC,46.3bhp,19.7 kmpl,Kolkata
Manual,Datsun RediGO,2018,₹ 2.72 Lakh,Petrol,5 Seats,"17,024 Kms",Second Owner,799 CC,53.64bhp,22.7 kmpl,Kolkata
Automatic,Honda City,2020,₹ 9.82 Lakh,Petrol,5 Seats,"9,243 Kms",First Owner,1498 CC,119.35bhp,18.3 kmpl,Kolkata
Manual,Skoda Rapid,2017,₹ 4.25 Lakh,Petrol,5 Seats,"1,00,000 Kms",First Owner,1598 CC,103.2bhp,15.41 kmpl,Kolkata
Manual,Datsun GO,2017,₹ 2.97 Lakh,Petrol,5 Seats,"19,280 Kms",First Owner,1198 CC,67bhp,20.63 kmpl,Kolkata
Manual,Hyundai Venue,2019,₹ 7.50 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,998 CC,118.35bhp,18.27 kmpl,Kolkata
Manual,Maruti Swift Dzire,2021,₹ 6.58 Lakh,Petrol,5 Seats,"9,646 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Kolkata
Manual,Maruti SX4 S Cross,2020,₹ 7.50 Lakh,Petrol,5 Seats,"11,344 Kms",First Owner,1462 CC,103.25bhp,18.55 kmpl,Kolkata
Automatic,BMW 3 Series,2021,₹ 46 Lakh,Petrol,5 Seats,"17,899 Kms",First Owner,1998 CC,254.79bhp,16.13 kmpl,Kolkata
Manual,Renault KWID,2021,₹ 4.49 Lakh,Petrol,5 Seats,"6,000 Kms",,999 CC,67bhp,23.01 kmpl,Kolkata
Manual,Chevrolet Beat,2010,₹ 1.50 Lakh,Petrol,5 Seats,"80,000 Kms",First Owner,1199 CC,79.4bhp,18.6 kmpl,Kolkata
Manual,Tata Indica,2006,"₹ 99,703 ",Diesel,5 Seats,"50,000 Kms",First Owner,1396 CC,52.8bhp,17.88 kmpl,Kolkata
Manual,Hyundai i20,2014,₹ 4.50 Lakh,Diesel,5 Seats,"35,000 Kms",Second Owner,1396 CC,88.73bhp,22.54 kmpl,Kolkata
Manual,Maruti Ertiga,2015,₹ 5.65 Lakh,Petrol,7 Seats,"31,244 Kms",Second Owner,1373 CC,91.1bhp,17.5 kmpl,Kolkata
Manual,Hyundai Grand i10,2017,₹ 4.10 Lakh,Petrol,5 Seats,"40,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Chevrolet Beat,2012,₹ 1.70 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,1199 CC,79.4bhp,18.6 kmpl,Kolkata
Manual,Tata Indigo,2012,₹ 1.78 Lakh,Diesel,5 Seats,"60,000 Kms",First Owner,1396 CC,69bhp,23.03 kmpl,Kolkata
Automatic,BMW 5 Series,2010,₹ 8.95 Lakh,Diesel,5 Seats,"70,000 Kms",First Owner,2993 CC,218bhp,16.73 kmpl,Kolkata
Manual,Hyundai EON,2015,₹ 2.39 Lakh,Petrol,5 Seats,"65,440 Kms",First Owner,814 CC,55.2bhp,21.1 kmpl,Kolkata
Manual,Tata Altroz,2021,₹ 6.52 Lakh,Petrol,5 Seats,"35,884 Kms",First Owner,1199 CC,86.83bhp,19.33 kmpl,Kolkata
Manual,Toyota Corolla Altis,2015,₹ 5.50 Lakh,Petrol,5 Seats,"77,500 Kms",First Owner,1798 CC,138.03bhp,14.28 kmpl,Kolkata
Manual,Toyota Corolla Altis,2015,₹ 5.99 Lakh,Petrol,5 Seats,"59,729 Kms",First Owner,1798 CC,138.03bhp,14.28 kmpl,Kolkata
Manual,Maruti Alto 800,2014,₹ 1.99 Lakh,Petrol,5 Seats,"64,854 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Manual,Maruti Swift Dzire,2018,₹ 5.75 Lakh,Petrol,5 Seats,"29,836 Kms",Second Owner,1197 CC,81.80bhp,22 kmpl,Kolkata
Manual,Ford Aspire,2017,₹ 4.45 Lakh,Diesel,5 Seats,"74,094 Kms",First Owner,1498 CC,99bhp,25.83 kmpl,Kolkata
Manual,Maruti Swift,2021,₹ 6.20 Lakh,Petrol,5 Seats,"11,590 Kms",First Owner,1197 CC,88.50bhp,22.38 kmpl,Kolkata
Manual,Honda Jazz,2021,₹ 7.06 Lakh,Petrol,5 Seats,"9,461 Kms",First Owner,1199 CC,88.50bhp,17.1 kmpl,Kolkata
Manual,Renault Scala,2014,₹ 3.63 Lakh,Diesel,5 Seats,"59,006 Kms",Third Owner,1461 CC,84.8bhp,21.64 kmpl,Kolkata
Manual,Toyota Innova Crysta,2022,₹ 24 Lakh,Diesel,7 Seats,"10,000 Kms",First Owner,2393 CC,148bhp,12 kmpl,Kolkata
Manual,Maruti Swift Dzire,2017,₹ 4.92 Lakh,Diesel,5 Seats,"1,50,000 Kms",Second Owner,1248 CC,74bhp,26.59 kmpl,Kolkata
Manual,Honda Amaze,2016,₹ 3.60 Lakh,Petrol,5 Seats,"40,000 Kms",Third Owner,1198 CC,86.7bhp,17.8 kmpl,Kolkata
Manual,Maruti Swift Dzire,2009,₹ 2.80 Lakh,Diesel,5 Seats,"80,000 Kms",Second Owner,1248 CC,73.9bhp,19.3 kmpl,Kolkata
Automatic,Toyota Fortuner,2016,₹ 16.40 Lakh,Diesel,7 Seats,"90,000 Kms",First Owner,2982 CC,168.5bhp,12.55 kmpl,Kolkata
Automatic,Land Rover Freelander 2,2012,₹ 9.50 Lakh,Diesel,5 Seats,"80,000 Kms",Second Owner,2179 CC,187.74bhp,12.35 kmpl,Kolkata
Manual,Toyota Fortuner,2014,₹ 12.99 Lakh,Diesel,7 Seats,"73,000 Kms",Second Owner,2982 CC,168.5bhp,12.55 kmpl,Kolkata
Manual,Maruti Wagon R,2010,₹ 2.50 Lakh,Petrol,5 Seats,"1,50,000 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Kolkata
Automatic,Mercedes-Benz E-Class,2018,₹ 39.50 Lakh,Diesel,5 Seats,"33,600 Kms",First Owner,2987 CC,254.8bhp,18 kmpl,Kolkata
Manual,Toyota Etios Liva,2011,₹ 2.50 Lakh,Diesel,5 Seats,"60,000 Kms",Third Owner,1364 CC,,23.59 kmpl,Kolkata
Manual,Honda Jazz,2016,₹ 3.73 Lakh,Petrol,5 Seats,"82,286 Kms",First Owner,1199 CC,88.7bhp,18.7 kmpl,Kolkata
Manual,Honda CR-V,2010,₹ 4.15 Lakh,Petrol,5 Seats,"59,880 Kms",Second Owner,1997 CC,,14 kmpl,Kolkata
Manual,Toyota Innova Crysta,2021,₹ 22 Lakh,Diesel,8 Seats,"29,841 Kms",First Owner,2393 CC,148bhp,12 kmpl,Kolkata
Manual,Maruti Celerio,2022,₹ 5.17 Lakh,Petrol,5 Seats,"10,518 Kms",First Owner,998 CC,65.71bhp,25.24 kmpl,Kolkata
Manual,Maruti Celerio,2020,₹ 4.56 Lakh,Petrol,5 Seats,"6,204 Kms",First Owner,998 CC,67.04bhp,23.1 kmpl,Kolkata
Manual,Mahindra Marazzo,2020,₹ 12.50 Lakh,Diesel,8 Seats,"20,000 Kms",First Owner,1497 CC,120.96bhp,17.3 kmpl,Kolkata
Manual,Hyundai i20,2013,₹ 3.11 Lakh,Petrol,5 Seats,"23,696 Kms",First Owner,1197 CC,82.85bhp,18.5 kmpl,Kolkata
Manual,Toyota Innova,2016,₹ 9.50 Lakh,Diesel,8 Seats,"1,12,000 Kms",First Owner,2494 CC,100.6bhp,12.99 kmpl,Kolkata
Manual,Maruti Alto 800,2020,₹ 3.05 Lakh,Petrol,5 Seats,"7,569 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Automatic,Maruti Swift,2019,₹ 5.83 Lakh,Petrol,5 Seats,"18,800 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Kolkata
Automatic,Renault KWID,2018,₹ 2.50 Lakh,Petrol,5 Seats,"32,147 Kms",First Owner,999 CC,67bhp,24.04 kmpl,Kolkata
Manual,Ford Ecosport,2016,₹ 4.30 Lakh,Petrol,5 Seats,"27,000 Kms",First Owner,1497 CC,121.36bhp,17 kmpl,Kolkata
Manual,Chevrolet Beat,2010,₹ 1.50 Lakh,Petrol,5 Seats,"35,100 Kms",First Owner,1199 CC,79.4bhp,18.6 kmpl,Kolkata
Manual,Tata Nexon,2022,₹ 6.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1199 CC,118.35bhp,17.33 kmpl,Kolkata
Manual,Hyundai Grand i10,2014,₹ 3.30 Lakh,Petrol,5 Seats,"31,458 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Automatic,Audi A4,2015,₹ 14.99 Lakh,Petrol,5 Seats,"12,000 Kms",First Owner,1798 CC,167.62bhp,15.64 kmpl,Kolkata
Manual,Honda Amaze,2021,₹ 6.75 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1199 CC,88.76bhp,18.6 kmpl,Kolkata
Automatic,Maruti Vitara Brezza,2018,₹ 7.75 Lakh,Diesel,5 Seats,"32,000 Kms",First Owner,1248 CC,88.5bhp,24.3 kmpl,Kolkata
Manual,Maruti Swift,2012,₹ 2.80 Lakh,Diesel,5 Seats,"37,659 Kms",First Owner,1248 CC,74bhp,22.9 kmpl,Kolkata
Automatic,Maruti Swift Dzire,2020,₹ 5.88 Lakh,Petrol,5 Seats,"31,479 Kms",First Owner,1197 CC,88.50bhp,22.61 kmpl,Kolkata
Manual,Maruti Alto 800,2019,₹ 3.29 Lakh,Petrol,5 Seats,"10,998 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Automatic,Renault KWID,2021,₹ 4.60 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,999 CC,67bhp,22 kmpl,Kolkata
Manual,Maruti Wagon R,2021,₹ 4.79 Lakh,CNG,5 Seats,"27,370 Kms",First Owner,998 CC,58.33bhp,32.52 kmpl,Kolkata
Manual,Maruti Swift,2016,₹ 3.80 Lakh,Petrol,5 Seats,"39,714 Kms",First Owner,1197 CC,81.80bhp,20.4 kmpl,Kolkata
Manual,Hyundai EON,2015,₹ 2.35 Lakh,Petrol,5 Seats,"34,000 Kms",First Owner,814 CC,55.2bhp,21.1 kmpl,Kolkata
Manual,Hyundai i10,2015,₹ 3.09 Lakh,Petrol,5 Seats,"41,469 Kms",Second Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Manual,Maruti Baleno,2019,₹ 6.70 Lakh,Petrol,5 Seats,"6,033 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Manual,Maruti Alto 800,2017,₹ 2.69 Lakh,Petrol,5 Seats,"28,036 Kms",First Owner,796 CC,47.3bhp,24.7 kmpl,Kolkata
Manual,Maruti Alto 800,2014,₹ 2.48 Lakh,Petrol,5 Seats,"19,631 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Manual,Mahindra KUV 100,2016,₹ 3 Lakh,Diesel,6 Seats,"70,000 Kms",First Owner,1198 CC,77bhp,25.32 kmpl,Kolkata
Manual,Honda City,2015,₹ 4.60 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Kolkata
Manual,Mahindra XUV500,2020,₹ 10.75 Lakh,Diesel,7 Seats,"33,197 Kms",First Owner,2179 CC,152.87bhp,15.1 kmpl,Kolkata
Manual,Maruti Baleno,2018,₹ 5.70 Lakh,Petrol,5 Seats,"29,000 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Automatic,Tata Nexon,2021,₹ 9.75 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1199 CC,118.36bhp,16.35 kmpl,Kolkata
Manual,Maruti Wagon R,2018,₹ 3.30 Lakh,Petrol,5 Seats,"48,000 Kms",First Owner,998 CC,67.04bhp,20.51 kmpl,Kolkata
Manual,Hyundai EON,2013,₹ 2.20 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,814 CC,55.2bhp,21.1 kmpl,Kolkata
Manual,Maruti Swift,2018,₹ 4.95 Lakh,Petrol,5 Seats,"41,000 Kms",First Owner,1197 CC,81.80bhp,22 kmpl,Kolkata
Manual,Mahindra Scorpio,2017,₹ 8.90 Lakh,Diesel,9 Seats,"79,955 Kms",Second Owner,1997 CC,120bhp,15.4 kmpl,Kolkata
Automatic,Mercedes-Benz C-Class,2020,₹ 35 Lakh,Diesel,5 Seats,"25,910 Kms",First Owner,2143 CC,170bhp,19.27 kmpl,Kolkata
Manual,Hyundai EON,2018,₹ 2.79 Lakh,Petrol,5 Seats,"44,446 Kms",Second Owner,814 CC,55.2bhp,21.1 kmpl,Kolkata
Manual,Tata Tiago,2018,₹ 4.24 Lakh,Diesel,5 Seats,"30,658 Kms",First Owner,1047 CC,69bhp,27.28 kmpl,Kolkata
Manual,Honda City,2017,₹ 5.95 Lakh,Petrol,5 Seats,"44,000 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Kolkata
Manual,Tata Tiago,2017,₹ 3.52 Lakh,Petrol,5 Seats,"55,073 Kms",First Owner,1199 CC,84bhp,23.84 kmpl,Kolkata
Automatic,Toyota Corolla Altis,2012,₹ 4.81 Lakh,Petrol,5 Seats,"43,886 Kms",First Owner,1794 CC,138.1bhp,14.53 kmpl,Kolkata
Manual,Mahindra Marazzo,2022,₹ 10.90 Lakh,Diesel,8 Seats,"20,000 Kms",First Owner,1497 CC,120.96bhp,17.3 kmpl,Kolkata
Manual,Honda City,2016,₹ 4.64 Lakh,Petrol,5 Seats,"1,18,569 Kms",Second Owner,1497 CC,117.3bhp,17.8 kmpl,Kolkata
Manual,Volkswagen Vento,2014,₹ 3.40 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1498 CC,103.2bhp,20.34 kmpl,Kolkata
Manual,Maruti Alto 800,2019,₹ 3.52 Lakh,Petrol,5 Seats,"18,060 Kms",First Owner,796 CC,47.3bhp,24.7 kmpl,Kolkata
Manual,Honda Amaze,2014,₹ 3.19 Lakh,Petrol,5 Seats,"94,042 Kms",First Owner,1198 CC,86.7bhp,18 kmpl,Kolkata
Manual,Mahindra Scorpio,2017,₹ 10.75 Lakh,Diesel,8 Seats,"90,438 Kms",First Owner,2179 CC,120bhp,15.4 kmpl,Kolkata
Manual,Maruti Wagon R,2009,₹ 1.40 Lakh,Petrol,5 Seats,"1,20,000 Kms",Second Owner,998 CC,67.1bhp,18.9 kmpl,Kolkata
Manual,Hyundai Santro Xing,2009,₹ 1.25 Lakh,Petrol,5 Seats,"80,000 Kms",First Owner,1086 CC,62.1bhp,17.92 kmpl,Kolkata
Manual,Jeep Compass,2018,₹ 12 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1956 CC,170.63bhp,17.1 kmpl,Kolkata
Manual,Maruti Ritz,2010,₹ 1.60 Lakh,Petrol,5 Seats,"60,000 Kms",Third Owner,1197 CC,85.80bhp,18.5 kmpl,Kolkata
Manual,Maruti Estilo,2010,₹ 1.20 Lakh,Petrol,,"70,000 Kms",Second Owner,1061 CC,,19.5 kmpl,Kolkata
Automatic,MG Hector,2020,₹ 14.99 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,1451 CC,141bhp,13.96 kmpl,Kolkata
Manual,Kia Sonet,2021,₹ 9.75 Lakh,Petrol,5 Seats,"9,75,000 Kms",First Owner,998 CC,118.36bhp,18.2 kmpl,Kolkata
Manual,Hyundai Creta,2018,₹ 9.99 Lakh,Diesel,5 Seats,"55,000 Kms",First Owner,1582 CC,126.2bhp,19.67 kmpl,Kolkata
Automatic,Mercedes-Benz C-Class,2017,₹ 25 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,2143 CC,170bhp,19.27 kmpl,Kolkata
Manual,Hyundai i10,2010,₹ 1.96 Lakh,Petrol,5 Seats,"1,04,900 Kms",First Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Manual,Toyota Yaris,2018,₹ 6.83 Lakh,Petrol,5 Seats,"24,092 Kms",Second Owner,1496 CC,105.5bhp,17.1 kmpl,Kolkata
Manual,Maruti Swift Dzire,2017,₹ 5 Lakh,Diesel,5 Seats,"90,000 Kms",Second Owner,1248 CC,74bhp,26.59 kmpl,Kolkata
Manual,Tata Altroz,2020,₹ 6.49 Lakh,Petrol,5 Seats,"28,519 Kms",First Owner,1199 CC,86.83bhp,19.33 kmpl,Kolkata
Manual,Honda Jazz,2016,₹ 3.86 Lakh,Petrol,5 Seats,"88,785 Kms",First Owner,1199 CC,88.7bhp,18.7 kmpl,Kolkata
Manual,Volkswagen Polo,2015,₹ 3 Lakh,Petrol,5 Seats,"90,000 Kms",Second Owner,1199 CC,74bhp,16.2 kmpl,Kolkata
Manual,Tata Hexa,2019,₹ 8.88 Lakh,Diesel,7 Seats,"79,755 Kms",First Owner,2179 CC,153.86bhp,17.6 kmpl,Kolkata
Manual,Hyundai i20,2017,₹ 5.60 Lakh,Petrol,5 Seats,"80,000 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Kolkata
Manual,Mahindra KUV 100 NXT,2017,₹ 4.36 Lakh,Petrol,5 Seats,"68,832 Kms",Second Owner,1198 CC,82bhp,18.15 kmpl,Kolkata
Manual,Jeep Compass,2017,₹ 10.32 Lakh,Diesel,5 Seats,"70,857 Kms",Second Owner,1956 CC,170bhp,16.3 kmpl,Kolkata
Manual,Honda City,2010,₹ 2.70 Lakh,Petrol,5 Seats,"50,000 Kms",Third Owner,1497 CC,"118PS at 6,600 rpm",17 kmpl,Kolkata
Manual,Maruti Ciaz,2015,₹ 4.75 Lakh,Diesel,5 Seats,"80,000 Kms",First Owner,1248 CC,88.5bhp,26.21 kmpl,Kolkata
Manual,Maruti Ritz,2010,₹ 1.40 Lakh,Diesel,5 Seats,"1,10,000 Kms",Second Owner,1248 CC,73.9bhp,21.1 kmpl,Kolkata
Manual,Maruti Wagon R,2013,₹ 3.20 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,998 CC,67.04bhp,20.51 kmpl,Kolkata
Manual,Hyundai Grand i10,2014,₹ 3.40 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Maruti Swift Dzire,2011,₹ 2.50 Lakh,Petrol,5 Seats,"1,00,000 Kms",Second Owner,1298 CC,85.8bhp,17.5 kmpl,Kolkata
Manual,Hyundai Xcent,2014,₹ 3.25 Lakh,Petrol,5 Seats,"38,000 Kms",First Owner,1197 CC,82bhp,19.1 kmpl,Kolkata
Manual,Hyundai i20,2013,₹ 2.60 Lakh,Petrol,5 Seats,"60,000 Kms",Fifth Owner,1197 CC,82.85bhp,18.5 kmpl,Kolkata
Manual,Toyota Innova,2014,₹ 7.99 Lakh,Diesel,8 Seats,"55,000 Kms",Second Owner,2494 CC,100.6bhp,12.99 kmpl,Kolkata
Manual,Hyundai Xcent,2015,₹ 4 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1197 CC,82bhp,19.1 kmpl,Kolkata
Manual,Hyundai Venue,2022,₹ 9.56 Lakh,Petrol,5 Seats,"4,034 Kms",First Owner,998 CC,118.35bhp,18.27 kmpl,Kolkata
Manual,Chevrolet Beat,2014,₹ 2.10 Lakh,Diesel,5 Seats,"28,614 Kms",Second Owner,936 CC,56.3bhp,25.44 kmpl,Kolkata
Manual,Maruti Wagon R,2010,₹ 2.40 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Kolkata
Manual,Maruti Alto 800,2015,₹ 2.39 Lakh,Petrol,5 Seats,"34,895 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Automatic,Maruti Baleno,2021,₹ 8.61 Lakh,Petrol,5 Seats,"5,891 Kms",First Owner,1197 CC,81.80bhp,19.56 kmpl,Kolkata
Automatic,Mercedes-Benz E-Class,2017,₹ 35 Lakh,Petrol,5 Seats,"28,204 Kms",Second Owner,1991 CC,184bhp,12 kmpl,Kolkata
Automatic,Maruti Ignis,2020,₹ 5.98 Lakh,Petrol,5 Seats,"17,776 Kms",Second Owner,1197 CC,81.80bhp,20.89 kmpl,Kolkata
Manual,Honda City,2017,₹ 7.50 Lakh,Diesel,5 Seats,"66,000 Kms",First Owner,1498 CC,98.6bhp,26 kmpl,Kolkata
Automatic,Maruti Wagon R,2020,₹ 5.59 Lakh,Petrol,5 Seats,"10,667 Kms",First Owner,1197 CC,81.80bhp,20.52 kmpl,Kolkata
Manual,Kia Sonet,2021,₹ 10.35 Lakh,Diesel,5 Seats,"27,218 Kms",First Owner,1493 CC,98.63bhp,18.4 kmpl,Kolkata
Automatic,BMW 3 Series Gran Limousine,2023,₹ 58.95 Lakh,Petrol,5 Seats,170 Kms,First Owner,1998 CC,254.79bhp,15.39 kmpl,Kolkata
Manual,Ford Figo,2015,₹ 2.59 Lakh,Petrol,5 Seats,"28,000 Kms",First Owner,1196 CC,86.8bhp,18.16 kmpl,Kolkata
Automatic,Audi S5 Sportback,2021,₹ 59.50 Lakh,Petrol,5 Seats,"12,300 Kms",Second Owner,2994 CC,348.66bhp,,Kolkata
Automatic,Kia Seltos,2020,₹ 13 Lakh,Petrol,5 Seats,"10,372 Kms",Second Owner,1497 CC,113.43bhp,,Kolkata
Manual,Maruti Baleno,2019,₹ 6.50 Lakh,Petrol,5 Seats,"6,000 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Automatic,Jeep Compass,2018,₹ 10.99 Lakh,Petrol,5 Seats,"30,022 Kms",First Owner,1368 CC,160.77bhp,14.1 kmpl,Kolkata
